"","YearStart","LocationAbbr","LocationDesc","DataValue","LowConfidenceLimit","HighConfidenceLimit","LocationID","TOBDataValue","TOBLowConfidenceLimit","TOBHighConfidenceLimit","AlcHeavyDataValue","AlcHeavyLowConfidenceLimit","AlcHeavyHighConfidenceLimit","AlcBingeDataValue","AlcBingeLowConfidenceLimit","AlcBingeHighConfidenceLimit","ObeDataValue","ObeLowConfidenceLimit","ObeHighConfidenceLimit","selfHlthDataValue","selfHlthLowConfidenceLimit","selfHlthHighConfidenceLimit","HlthCareDataValue","HlthCareLowConfidenceLimit","HlthCareHighConfidenceLimit","X.x","SNAP","individual_homeless","fam_homeless","total_homeless","unemployment_rate","Male_poverty","Female_poverty","Total_poverty","X.y","o3_mean","pm2.5_mean","so2_mean","co_mean","no2_mean","State.Name"
"58",2012,"CO","Colorado",11.6,9.9,13.6,8,"17.9",15.8,20.2,"7.2",5.9,8.8,"19.6",17.5,21.8,"41.4",38.6,44.3,89.1,87.2,90.8,78.6,76.2,80.9,47,49.163,0.5101,1.1667,1.6768,7.6,0.117,0.141,0.129,59,0.0421067361162124,8.08562602941739,0.500929531865769,0.317652819840324,4.0469410016429,"Colorado"
"59",2012,"CT","Connecticut",14.7,12.2,17.7,9,"16.8",14.2,19.9,"6.8",5.2,8.9,"19.3",16.5,22.4,"45.8",42.1,49.6,89.3,86.8,91.4,88.8,86.5,90.7,56,40.3466,0.2906,0.1303,0.4209,8.3,0.087,0.114,0.101,60,0.0351494043316121,7.94878623176607,0.816568576632857,0.316006157396218,7.43135652096637,"Connecticut"
"60",2012,"DC","District of Columbia",14.1,10.4,18.7,11,"16.9",12.8,21.9,"12.1",8.6,16.7,"30.4",25.1,36.3,"41.8",36.2,47.6,93.1,89.9,95.4,92.4,89.2,94.8,74,14.1147,0.3767,0.3187,0.6954,8.6,0.144,0.175,0.161,62,0.0295076392318244,10.5335833476658,1.53878110127479,0.639856688912244,15.2581746726027,"District Of Columbia"
"61",2012,"DE","Delaware",13.7,11,16.8,10,"21.3",17.9,25,"8.1",5.9,11,"21.7",18.4,25.3,"51.5",47.1,55.8,89.5,86.3,92,87.8,84.6,90.5,65,14.8257,0.0611,0.0397,0.1008,7.1,0.096,0.139,0.119,61,0.0314006659433362,9.6368641064077,0.737583243439188,0.277460797307997,6.92204411208671,"Delaware"
"62",2012,"FL","Florida",11.4,8.6,14.9,12,"17.9",14.8,21.4,"7.1",5.2,9.6,"17.5",14.5,21,"50.4",45.9,55,87.1,83.5,89.9,71.9,67.8,75.6,83,335.3064,3.6771,1.8399,5.517,8.3,0.144,0.177,0.161,63,0.0288438834196682,7.48976481481226,0.465532809266918,0.204365650190667,5.47217577248654,"Florida"
"63",2012,"GA","Georgia",11,8.7,13.8,13,"18.4",15.6,21.6,"4.6",3.3,6.3,"12.9",10.6,15.6,"56.0",52,60,88.4,85.6,90.7,69.4,65.6,73,92,191.2839,1.5363,0.5153,2.0516,8.7,0.151,0.193,0.173,64,0.0318178087004463,10.4683782712705,1.51363522615224,0.345721450031034,6.44681894560822,"Georgia"
"64",2012,"HI","Hawaii",14.5,11.9,17.5,15,"15.4",12.8,18.4,"7.2",5.5,9.4,"18.0",15.4,21,"43.3",39.4,47.3,89.6,87,91.6,88.5,85.9,90.7,101,17.6823,0.313,0.3116,0.6246,5.4,0.09,0.132,0.111,65,0.0221334613180516,8.74421302251266,14.4890485755306,0.397284802405724,2.85181993187929,"Hawaii"
"65",2012,"IA","Iowa",11.1,8.7,14,19,"20.5",17.7,23.5,"5.9",4.4,7.9,"24.9",21.8,28.2,"51.5",47.7,55.3,89.7,87.3,91.7,83.6,80.4,86.4,137,40.805,0.1446,0.1482,0.2928,5,0.106,0.142,0.124,69,0.0357405181325055,9.90581461638709,1.21476020399119,0.224645424443341,6.09263664973349,"Iowa"
"66",2012,"ID","Idaho",9.1,6.5,12.6,16,"21.4",17.2,26.2,"4.9",3.1,7.7,"13.6",10.4,17.8,"46.2",40.8,51.7,87.5,83.3,90.7,71.7,66.6,76.2,110,23.3034,0.1175,0.0793,0.1968,7.2,0.127,0.171,0.149,66,0.0376963118017291,17.4439831222988,2.6206811025183,0.28749396742671,10.4024724783715,"Idaho"
"67",2012,"IL","Illinois",10.5,7.9,13.7,17,"18.2",14.9,22,"5.6",3.9,8,"22.2",18.7,26.2,"53.5",48.9,58,88.3,84.8,91.1,80.9,77,84.3,119,186.9713,0.8269,0.5875,1.4144,9,0.117,0.153,0.135,67,0.0308850334219488,NA,1.30228102457804,0.381453678591315,15.4998514606946,"Illinois"
"68",2012,"IN","Indiana",10.2,8.5,12.2,18,"25.2",22.5,28.1,"5.6",4.2,7.4,"17.3",15.1,19.9,"51.5",48.1,54.8,85.2,82.5,87.6,76.8,73.8,79.5,128,90.8705,0.3316,0.2943,0.6259,8.2,0.127,0.17,0.149,68,0.0362003013041233,11.5375959433308,2.42666060479977,0.551640268318428,9.91433120929704,"Indiana"
"69",2012,"KS","Kansas",11.7,10,13.7,20,"21.6",19.3,24,"4.7",3.6,6.2,"15.7",13.8,17.9,"54.3",51.3,57.3,86.7,84.5,88.6,73.8,71.1,76.4,146,30.4719,0.1526,0.1158,0.2684,5.6,0.121,0.143,0.132,70,0.034768045280162,8.41459645806173,0.848920173134112,0.287132586949633,6.82110355457589,"Kansas"
"70",2012,"LA","Louisiana",8,6.3,10.3,22,"24.9",21.8,28.3,"6.9",5,9.4,"14.4",11.9,17.4,"61.2",57.3,64.9,86.1,83.3,88.4,74.8,71.4,77.9,164,94.8758,0.6322,0.145,0.7772,6.5,0.148,0.211,0.181,72,0.0283385134731015,9.28447304056856,3.38915933450304,0.221186659279778,6.22440050067152,"Louisiana"
"71",2012,"KY","Kentucky",12.9,10.9,15.3,21,"32.6",29.6,35.8,"3.7",2.6,5.1,"14.9",12.5,17.5,"55.8",52.5,59.2,84,81.6,86.1,76.2,73.2,78.9,155,84.9248,0.3282,0.1948,0.523,8.1,0.158,0.202,0.18,71,0.0352348066427711,10.5146703919792,1.59724018563794,0.338756455013092,6.28668538327519,"Kentucky"
"72",2012,"MA","Massachusetts",15.4,13.6,17.3,25,"17.6",15.8,19.6,"8.4",7.1,9.8,"23.2",21.2,25.3,"42.3",39.8,44.9,92.1,90.8,93.3,94.4,93.1,95.4,191,86.1568,0.6289,1.1212,1.7501,6.7,0.094,0.129,0.112,75,0.0336904400130667,8.14490898339568,2.32763406857304,0.352202119915185,8.99552253957826,"Massachusetts"
"73",2012,"MD","Maryland",13.8,11.4,16.5,24,"16.2",13.6,19.2,"5.9",4.3,8,"16.9",14.3,19.9,"50.9",47.1,54.7,86.8,83.9,89.2,83.1,79.7,86,182,71.6379,0.5727,0.3727,0.9454,6.8,0.078,0.106,0.092,74,0.0345309123027805,9.77433300230224,0.977841439218231,0.202395442965762,10.7985016403245,"Maryland"
"74",2012,"MI","Michigan",15,12.7,17.6,26,"28.9",25.9,32.1,"6.0",4.5,8,"20.5",18,23.3,"54.5",51.2,57.8,85.7,83.1,87.9,84.6,82.1,86.9,200,182.8384,0.7397,0.5195,1.2592,9,0.15,0.184,0.168,76,0.0360370381552053,8.57119301549367,1.9508077180081,0.268628786519401,10.433592917164,"Michigan"
"75",2012,"ME","Maine",14.8,12.7,17.3,23,"23.8",21.1,26.7,"6.5",5.1,8.3,"19.0",16.6,21.6,"50.4",47.1,53.6,89.5,87.3,91.3,86.7,84.4,88.7,173,25.286,0.1287,0.1106,0.2393,7.1,0.138,0.162,0.15,73,0.0295741345048793,NA,0.483495892999777,0.18268252454006,3.11584094645288,"Maine"
"76",2012,"MN","Minnesota",11,9.3,12.9,27,"19.5",17.3,21.8,"6.1",4.9,7.6,"22.4",20.2,24.8,"49.6",46.6,52.5,91.8,90.1,93.3,88.5,86.6,90.2,209,53.8869,0.354,0.4204,0.7744,5.6,0.101,0.116,0.109,77,0.0306669879582316,6.52363813176065,0.297244586931428,0.126172825871584,3.51698187721434,"Minnesota"
"77",2012,"MO","Missouri",14.2,11.6,17.2,29,"25.4",22,29.1,"4.8",3.5,6.6,"17.7",14.8,21,"53.7",49.5,57.9,86.2,83,88.9,76.8,73.1,80.1,227,94.7889,0.4855,0.5382,1.0237,7,0.133,0.176,0.155,79,0.0402232063197488,10.3594371755951,3.72853282452745,0.273933613387978,14.1538681065578,"Missouri"
"78",2012,"MS","Mississippi",9.6,7.6,12.1,28,"23.1",20,26.4,"2.8",1.8,4.3,"10.1",8,12.7,"63.3",59.5,66.9,86.6,84,88.9,71.1,67.7,74.3,218,65.9872,0.1794,0.0619,0.2413,8.7,0.179,0.248,0.215,78,0.0329467204876896,11.2321361510989,0.749223294722572,0.210250484931507,4.02318005245902,"Mississippi"
"79",2012,"MT","Montana",12.7,10.5,15.4,30,"24.6",21.6,27.8,"8.2",6.3,10.6,"24.8",21.8,28.1,"47.1",43.5,50.7,90.2,88,92,78,75,80.8,236,12.5874,0.1166,0.0667,0.1833,5.6,0.132,0.172,0.152,80,0.0293421689409859,9.0927049550863,1.1265991140329,0.105484834066936,1.43880795657291,"Montana"
"80",2012,"NC","North Carolina",9.7,8.2,11.4,37,"22.4",20.2,24.7,"4.8",3.8,6.1,"12.9",11.1,14.9,"56.0",53.2,58.7,87.3,85.6,88.9,71.9,69.5,74.2,299,166.8588,0.848,0.5044,1.3524,9.5,0.146,0.189,0.168,87,0.0324131120351394,9.1038979059745,0.522780419774638,0.29032572370888,8.76337785729544,"North Carolina"
"81",2012,"ND","North Dakota",10,7.5,13.2,38,"22.5",18.7,26.8,"7.7",5.2,11.1,"28.7",24.6,33.3,"49.6",44.7,54.6,94.3,91.5,96.2,84.9,81,88.1,308,5.8796,0.0485,0.0203,0.0688,3,0.077,0.119,0.097,88,0.0299105187627107,6.42973082094369,0.778643444641506,0.174130724043716,2.79474490294434,"North Dakota"
"82",2012,"NE","Nebraska",9.9,8.6,11.4,31,"22.3",20.3,24.4,"6.8",5.7,8.1,"23.7",21.7,25.8,"51.4",48.9,53.9,89.8,88.3,91.2,80.8,78.8,82.6,245,17.6073,0.2215,0.1574,0.3789,3.8,0.09,0.128,0.109,81,0.0364388449602596,8.76772944931974,1.55245533997253,0.359997475436755,NA,"Nebraska"
"83",2012,"NH","New Hampshire",16.7,13.6,20.4,33,"17.3",14.1,21.2,"5.7",3.9,8.1,"17.9",14.8,21.4,"47.5",43.1,52,91,88.4,93.1,81.7,77.7,85.2,263,11.6895,0.0832,0.0664,0.1496,5.6,0.08,0.097,0.089,83,0.0315511986651378,6.40080903120321,0.966049511781578,0.254265715598091,1.7731655,"New Hampshire"
"84",2012,"NJ","New Jersey",11.4,9.8,13.3,34,"16.4",14.4,18.6,"6.1",5,7.5,"18.7",16.7,20.8,"45.7",42.9,48.5,88.7,87,90.2,81.5,79.4,83.4,272,82.6134,0.6603,0.6422,1.3025,9.3,0.081,0.111,0.096,84,0.0304029330780903,8.49380873896972,0.671234573487894,0.359594425683266,11.6206587022248,"New Jersey"
"85",2012,"NM","New Mexico",10.7,8.9,12.8,35,"19.3",17,21.8,"5.8",4.5,7.4,"14.8",12.7,17.1,"53.3",50.1,56.4,84.3,81.8,86.5,71.7,68.8,74.4,281,43.8252,0.2136,0.1109,0.3245,6.9,0.178,0.21,0.194,85,0.0367523752348594,6.30766529260179,0.499091373985934,0.327619820749872,6.91883098584169,"New Mexico"
"86",2012,"NY","New York",11.7,9.5,14.3,36,"13.7",11.4,16.4,"4.4",3.3,5.9,"15.9",13.5,18.7,"44.8",40.8,48.8,88.6,86,90.8,83,79.7,85.9,290,307.6911,3.0133,3.9433,6.9566,8.5,0.125,0.16,0.143,86,0.0300473800460944,7.60331361175804,0.997566060652601,0.242869474682339,7.56220481712173,"New York"
"87",2012,"NV","Nevada",9.1,6.9,11.8,32,"14.5",11.8,17.6,"5.7",4.1,7.9,"13.7",11.1,16.7,"48.2",43.7,52.8,84.6,81.2,87.5,64.8,60.6,68.9,254,35.49,0.7493,0.1004,0.8497,11.1,0.132,0.162,0.147,82,0.0391844870386701,7.68425365045253,0.905992591555198,0.43479388457413,11.2118753666352,"Nevada"
"88",2012,"OH","Ohio",15.3,13.3,17.5,39,"27.3",24.8,30,"7.6",6.1,9.3,"20.6",18.4,23.1,"51.5",48.6,54.5,86.3,84,88.2,83.7,81.5,85.7,317,180.7913,0.7855,0.6122,1.3977,7.3,0.129,0.174,0.152,89,0.0359674673821335,10.9351349355965,2.1999022056509,0.330800493184991,13.8086165090108,"Ohio"
"89",2012,"OR","Oregon",15.6,12.7,19.1,41,"19.6",16.3,23.3,"7.2",5.2,9.8,"16.2",13.2,19.6,"50.9",46.4,55.3,84.8,81.2,87.9,76.1,72.1,79.7,335,81.5221,0.9788,0.604,1.5828,8.6,0.159,0.181,0.17,91,0.0294046975380929,8.11623684556454,0.633979452586207,0.301399964739069,9.15999568169014,"Oregon"
"90",2012,"OK","Oklahoma",13,11,15.3,40,"26.3",23.5,29.3,"4.0",2.9,5.6,"15.1",12.8,17.7,"58.0",54.5,61.5,88.1,86,90,74.1,71.1,76.9,326,61.4947,0.3454,0.1578,0.5032,5.1,0.141,0.178,0.16,90,0.0359933574162826,10.4374161759427,1.84309453553071,0.165705547067856,7.06870563588958,"Oklahoma"
"91",2012,"PA","Pennsylvania",15,13.1,17,42,"26.1",23.8,28.5,"6.3",5.2,7.5,"20.7",18.5,23,"49.7",46.9,52.4,89.1,87.4,90.6,82.3,80,84.3,344,179.9209,0.7295,0.7441,1.4736,7.7,0.112,0.146,0.13,92,0.0299849732801494,10.6628710528375,2.25161813286326,0.223753067056141,8.15636489424076,"Pennsylvania"
"92",2012,"PR","Puerto Rico",11.6,9.8,13.7,72,"10.6",8.7,12.7,"3.7",2.8,5,"11.9",10,14,"53.8",50.8,56.9,79.8,77.3,82.1,93.6,92,94.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,"Puerto Rico"
"93",2012,"RI","Rhode Island",11.7,9.2,14.7,44,"19.4",16.2,23,"6.5",4.8,8.8,"18.9",15.8,22.5,"44.1",39.7,48.6,87.8,84.8,90.3,81.3,77.5,84.6,353,17.2846,0.0788,0.0489,0.1277,9.8,0.117,0.135,0.126,93,0.0330743749136623,7.41565155658669,1.18396417354196,0.229885307471264,7.80092546557803,"Rhode Island"
"94",2012,"SC","South Carolina",10.5,8.8,12.5,45,"23.6",21.2,26.2,"4.7",3.6,6.1,"14.0",12.1,16.1,"58.5",55.5,61.4,88.8,86.8,90.5,75,72.5,77.4,362,86.9801,0.3327,0.1588,0.4915,8.6,0.141,0.191,0.167,94,0.0299729099717363,9.07403193377493,0.39958636923138,0.166103222301591,5.15208144862424,"South Carolina"
"95",2012,"SD","South Dakota",9.5,7.4,12,46,"24.8",21.7,28.2,"5.5",3.9,7.7,"22.5",19.5,25.9,"51.8",47.6,55.9,91.7,89.2,93.6,85.3,82.2,88,371,10.3846,0.0512,0.0347,0.0859,4,0.115,0.138,0.126,95,0.0364279326205199,6.25842895290094,0.344202938045902,0.17488504387227,4.97159072998236,"South Dakota"
"96",2012,"TN","Tennessee",7.8,6,10,47,"25.2",22.2,28.5,"3.4",2.1,5.3,"9.9",7.9,12.3,"56.0",52.1,59.9,86.5,83.9,88.8,78.8,75.6,81.6,380,131.681,0.6905,0.2521,0.9426,7.8,0.145,0.19,0.169,96,0.0357525457656102,11.5813419983286,1.72056940282994,0.325949806785302,9.24035180801992,"Tennessee"
"97",2012,"TX","Texas",7.7,6.1,9.7,48,"13.0",11,15.2,"3.6",2.6,4.8,"12.2",10.3,14.4,"51.1",47.7,54.6,86.6,84.4,88.5,59.6,56.4,62.7,389,403.844,2.0743,1.3309,3.4052,6.5,0.131,0.174,0.153,97,0.0305257542883618,10.7313447086161,0.550686948991672,0.22229093001006,7.74089154871909,"Texas"
"98",2012,"UT","Utah",10.6,9.2,12.3,49,"10.5",9.1,12.1,"3.2",2.5,4.2,"10.1",8.8,11.7,"42.6",40.1,45.1,90,88.3,91.5,79.3,77.1,81.3,398,27.689,0.2049,0.1478,0.3527,4.6,0.105,0.132,0.118,98,0.04247843145381,6.49078097123547,0.41270572281148,0.386885935091712,5.51041137219324,"Utah"
"99",2012,"VA","Virginia",10.1,8.2,12.5,51,"17.1",14.6,20,"6.8",5.2,8.7,"17.6",15.1,20.3,"49.9",46.2,53.6,91.2,89,93,82.5,79.5,85.2,416,91.3878,0.5084,0.334,0.8424,5.8,0.098,0.124,0.112,100,0.0332572196089831,8.61454256403824,0.593111451511582,0.290241610771112,7.39753037461401,"Virginia"
"100",2012,"VT","Vermont",19,15.7,22.8,50,"20.3",17,24.1,"8.2",6.2,10.9,"23.7",20.1,27.7,"44.3",39.9,48.7,91.6,88.6,93.8,88.5,85.3,91,407,9.6579,0.0653,0.0507,0.116,4.7,0.109,0.121,0.115,99,0.0318407612734865,7.05305424705925,1.17293693832449,0.319749878542306,7.11679643739126,"Vermont"
"101",2012,"WI","Wisconsin",9.9,7.6,12.9,55,"24.1",20.2,28.4,"9.6",7.2,12.6,"28.9",24.9,33.2,"51.5",46.5,56.5,91.2,88.2,93.4,87.8,84.3,90.6,443,83.5312,0.3033,0.2994,0.6027,6.9,0.111,0.138,0.124,103,0.0358679467923509,8.45427290433338,2.22613309487574,0.141462683561644,3.04027985028768,"Wisconsin"
"102",2012,"WA","Washington",11.7,10.2,13.6,53,"17.8",15.8,20,"6.2",5.1,7.6,"17.1",15.2,19.2,"45.1",42.4,47.9,87.5,85.5,89.2,76.2,73.8,78.5,425,110.809,1.1273,0.9231,2.0504,7.2,0.112,0.146,0.129,101,0.0267105196774909,7.52612057614379,0.632337598391092,0.347227339084173,6.95106702555366,"Washington"
"103",2012,"WV","West Virginia",13.7,11.2,16.7,54,"38.3",34.5,42.2,"2.5",1.5,4.1,"9.2",7.1,11.7,"60.3",56.2,64.2,84.2,81,86.9,73.1,69.4,76.5,434,34.6833,0.1742,0.0668,0.241,7.3,0.157,0.194,0.176,102,0.0324790240194417,10.1314582352563,3.84425164961562,0.393745764037947,NA,"West Virginia"
"104",2012,"WY","Wyoming",11.2,8.4,14.8,56,"24.4",20.1,29.2,"5.7",3.7,8.7,"16.6",13.1,20.8,"54.4",49,59.6,88,84.2,91,75.3,70.5,79.5,452,3.4347,0.1302,0.0511,0.1813,5.3,0.094,0.152,0.122,104,0.0399122011361793,5.25580820977775,0.980012540331517,0.285810222519569,2.83551862150106,"Wyoming"
"105",2013,"AK","Alaska",13.1,10.1,16.8,2,"23.1",19.5,27.1,"8.7",6.5,11.6,"20.9",17.4,24.9,"53.6",48.7,58.4,89.4,86.5,91.8,83.1,79.4,86.2,12,9.1364,0.1362,0.0584,0.1946,7,0.078,0.093,0.085,108,0.0264456704007435,4.70580379841755,7.07319210302198,0.539766265897652,NA,"Alaska"
"106",2013,"AL","Alabama",10.4,8.2,13.1,1,"21.7",18.6,25.2,"3.6",2.4,5.2,"10.1",8.1,12.6,"59.9",55.7,63.9,85.6,82.5,88.2,77.3,73.4,80.8,3,91.5322,0.3387,0.1302,0.4689,7.3,0.148,0.202,0.176,107,0.0270598737958609,9.76700897036896,0.802847651170978,0.322695644042789,12.0656349677419,"Alabama"
"107",2013,"AZ","Arizona",10.1,7.4,13.6,4,"11.7",8.8,15.5,"",NA,NA,"13.1",9.4,17.9,"46.7",40.4,53.1,92,88,94.8,77.6,71.7,82.5,21,111.1105,0.651,0.4052,1.0562,7.8,0.161,0.194,0.178,109,0.0372194358133501,8.02004969163909,2.03228355702139,0.360988008552662,15.4494778165665,"Arizona"
"108",2013,"AR","Arkansas",8.2,6.1,11,5,"29.2",25.2,33.6,"5.8",3.9,8.5,"13.0",10.1,16.5,"62.8",58.1,67.3,85.8,82.3,88.7,67.1,62.6,71.3,30,50.4621,0.3174,0.0638,0.3812,7,0.156,0.2,0.178,110,0.0313854557515599,9.85060310585008,1.46221616844339,0.384976636986301,9.12206818787793,"Arkansas"
"109",2013,"CA","California",9.7,8.2,11.4,6,"8.0",6.7,9.6,"6.0",4.8,7.3,"16.4",14.2,18.8,"47.1",44.2,50,85.2,83.1,87.1,79.4,77.1,81.4,39,415.9031,9.3458,2.5094,11.8552,9,0.137,0.17,0.154,111,0.035017901741717,10.5360862322177,0.622732885559608,0.323095179274843,11.973220343074,"California"
"110",2013,"CO","Colorado",12.1,10.4,14.1,8,"19.7",17.6,22,"7.1",5.9,8.6,"21.1",19,23.3,"44",41.4,46.7,88.4,86.6,89.9,79.5,77.3,81.6,48,50.7934,0.4664,0.509,0.9754,6.8,0.108,0.139,0.124,112,0.0401989541904484,6.61860296208765,1.71779402300674,0.304041945540445,4.50067154707903,"Colorado"
"111",2013,"CT","Connecticut",13.9,11.4,16.9,9,"15.7",13,18.9,"8.2",5.9,11.4,"18.9",15.7,22.5,"49.7",45.3,54,91.7,89,93.8,88.5,85.4,91,57,42.532,0.3101,0.1347,0.4448,8,0.082,0.113,0.098,113,0.0355350964045928,7.88753096428121,0.701959813143834,0.289031719423808,8.79097808342772,"Connecticut"
"112",2013,"DC","District of Columbia",13.4,10.2,17.3,11,"13.4",10.2,17.5,"7.4",5.3,10.3,"24",19.9,28.7,"39.4",34.6,44.5,95.3,92.9,97,92.7,89.5,94.9,75,14.4889,0.3696,0.3169,0.6865,8.4,0.156,0.192,0.175,115,0.0273212094240838,10.1229691215971,1.00109104360257,0.414290302612124,12.0047834085684,"District Of Columbia"
"113",2013,"DE","Delaware",15.4,12.4,19,10,"19.6",16,23.9,"5.2",3.8,7.2,"18.4",15.3,22,"49.9",45.2,54.7,87.8,84.7,90.4,86.9,83.6,89.6,66,15.3137,0.0575,0.0371,0.0946,6.6,0.106,0.138,0.123,114,0.0309549375690894,8.61886508704913,0.615758964902231,0.295630301972686,4.7075621732094,"Delaware"
"114",2013,"FL","Florida",10,8.6,11.5,12,"15.0",13.3,17,"5.8",4.8,7,"13.6",11.7,15.8,"48.8",45.7,51.9,85.1,82.7,87.1,69.5,66.6,72.3,84,355.6473,3.1359,1.6503,4.7862,7.5,0.148,0.177,0.163,116,0.0280254639739035,6.24740147813535,0.366649550268956,0.175600687825028,4.81786755447876,"Florida"
"115",2013,"GA","Georgia",11.5,9.7,13.7,13,"16.6",14.4,19.1,"4.6",3.5,6.1,"13.9",11.9,16.1,"55.3",52,58.7,84.8,82.2,87,68.7,65.6,71.6,93,194.8189,1.288,0.4091,1.6971,8.1,0.148,0.195,0.172,117,0.0286524067666919,9.92349591534798,1.55787183580142,0.344070980403649,5.46625749829363,"Georgia"
"116",2013,"HI","Hawaii",13.4,11.1,16.1,15,"14.9",12.3,17.9,"5.9",4.3,8,"17.6",14.9,20.7,"44.9",41.1,48.7,91.7,89.7,93.4,88.9,86.4,90.9,102,18.935,0.3355,0.298,0.6335,4.8,0.104,0.119,0.112,118,0.0231172611806798,7.87121966516966,10.1573708646292,0.428582107462484,2.59053568174953,"Hawaii"
"117",2013,"IA","Iowa",11.5,9.3,14.1,19,"20.5",17.6,23.8,"5.1",3.7,6.9,"23.8",20.8,27.1,"53.6",49.7,57.6,89.9,87.4,92,85.7,82.7,88.2,138,42.0344,0.1524,0.156,0.3084,4.7,0.108,0.146,0.127,122,0.0323097181325402,9.644383227514,1.02179392683134,0.210769039323496,6.55758924096228,"Iowa"
"118",2013,"ID","Idaho",11.7,9.2,14.8,16,"17.2",14.1,20.7,"5.9",4.2,8.3,"16.0",13,19.7,"48.5",44,53,91.5,89,93.5,76.6,72.9,79.9,111,22.7006,0.1084,0.0697,0.1781,6.8,0.148,0.165,0.157,119,0.0355671775372961,12.6470852768009,2.17447517727012,0.295455257042254,11.1264847450425,"Idaho"
"119",2013,"IL","Illinois",8.7,6.6,11.3,17,"15.6",12.9,18.8,"6.3",4.6,8.6,"23.2",19.7,27.2,"54.4",49.9,58.8,88.2,85,90.8,80.3,76.2,83.8,120,204.0053,0.7958,0.5467,1.3425,9.1,0.115,0.155,0.135,120,0.0291457837683096,NA,1.12611647987895,0.214058187611079,15.1184390791624,"Illinois"
"120",2013,"IN","Indiana",13.2,11.2,15.5,18,"25.4",22.8,28.3,"5.3",4,6.9,"17.2",15,19.7,"57",53.7,60.2,87.7,85.5,89.6,75.6,72.7,78.3,129,92.6011,0.3751,0.2345,0.6096,7.5,0.131,0.174,0.153,121,0.0333444310166508,10.914232395268,2.30955970089787,0.42303188812436,9.01616986573143,"Indiana"
"121",2013,"KS","Kansas",11.7,10.6,13,20,"21.1",19.5,22.7,"3.5",2.8,4.2,"14.1",12.8,15.5,"53.8",51.7,55.8,88.8,87.6,90,74.7,72.9,76.4,147,31.6983,0.148,0.1213,0.2693,5.3,0.112,0.144,0.128,123,0.0324436894971676,8.45206797735993,0.807292072748302,0.289826348027662,5.9292896128174,"Kansas"
"122",2013,"KY","Kentucky",12.2,10.1,14.8,21,"30.8",27.6,34.1,"4.2",3.1,5.8,"14.4",12.1,17,"59.1",55.6,62.6,85.1,82.5,87.4,73,69.8,75.9,156,87.2439,0.3302,0.1943,0.5245,7.9,0.149,0.205,0.177,124,0.0311453416241407,10.0758010409939,0.908896020592333,0.283514354051529,6.12397663767675,"Kentucky"
"123",2013,"LA","Louisiana",9.8,7.2,13.3,22,"23",18.7,27.8,"6.1",4,9.3,"16.9",13.2,21.3,"54.5",49.3,59.5,85.4,81.7,88.5,71.6,66.6,76,165,94.01,0.3908,0.1318,0.5226,6.4,0.144,0.213,0.18,125,0.0268934429184462,8.38776112841713,1.82935847216938,0.203553163013699,6.07287591690133,"Louisiana"
"124",2013,"MA","Massachusetts",15.6,13.4,18.1,25,"16.9",14.7,19.3,"6.8",5.4,8.6,"22.5",20,25.1,"40.6",37.5,43.7,89.4,87.2,91.2,93.5,91.9,94.8,192,88.7619,0.6694,1.2335,1.9029,6.6,0.096,0.128,0.112,128,0.0316546520326518,7.01371483428841,2.0129112155612,0.284393373771413,8.83860545683043,"Massachusetts"
"125",2013,"MD","Maryland",14.1,11.9,16.5,24,"14.9",12.8,17.3,"5.1",3.9,6.7,"13.9",11.9,16.2,"51.6",48.3,54.9,89.7,87.5,91.6,82.7,79.9,85.1,183,77.1021,0.5221,0.2984,0.8205,6.5,0.076,0.107,0.093,127,0.0325732531543856,8.81839924538263,0.822112010928493,0.18741867186306,10.0143094348136,"Maryland"
"126",2013,"ME","Maine",16.7,14.1,19.7,23,"26.8",23.4,30.5,"6.8",5.1,9,"20.5",17.6,23.8,"52.2",48.3,56,88.8,86.1,91.1,87.2,84.2,89.7,174,24.9119,0.1563,0.1453,0.3016,6.7,0.127,0.135,0.131,126,0.0299338192147865,6.68360035175134,0.522994023178938,0.161693716305012,2.85432287604631,"Maine"
"127",2013,"MI","Michigan",14.7,12.8,16.8,26,"21.9",19.6,24.4,"6.0",4.8,7.4,"20.1",17.9,22.4,"54.2",51.2,57.2,87.9,85.8,89.7,84.8,82.6,86.8,201,177.5646,0.7236,0.4291,1.1527,8.7,0.148,0.18,0.164,129,0.0337994531408959,8.20544978542099,1.51579190253003,0.247041433798983,10.0535261629628,"Michigan"
"128",2013,"MN","Minnesota",10.6,8.9,12.6,27,"20.6",18,23.4,"6.3",4.9,8,"21.7",19.1,24.6,"44.9",41.6,48.4,91.9,90,93.5,89.4,87.4,91.2,210,55.2928,0.3728,0.4486,0.8214,5,0.102,0.118,0.11,130,0.0309489410892737,6.57882845216787,0.538492053738727,0.121665738739573,6.69324996914337,"Minnesota"
"129",2013,"MO","Missouri",14,11.3,17,29,"24",20.9,27.5,"6.7",5,8.9,"18.2",15.3,21.4,"51.9",47.7,56.1,87.9,85,90.2,77.4,73.9,80.6,228,92.9943,0.4652,0.3929,0.8581,6.8,0.137,0.169,0.154,132,0.0348238563623124,9.59156955825663,3.01976964492174,0.289864042212961,13.1162775912551,"Missouri"
