"","YearStart","LocationAbbr","LocationDesc","DataValue","LowConfidenceLimit","HighConfidenceLimit","LocationID","TOBDataValue","TOBLowConfidenceLimit","TOBHighConfidenceLimit","AlcHeavyDataValue","AlcHeavyLowConfidenceLimit","AlcHeavyHighConfidenceLimit","AlcBingeDataValue","AlcBingeLowConfidenceLimit","AlcBingeHighConfidenceLimit","ObeDataValue","ObeLowConfidenceLimit","ObeHighConfidenceLimit","selfHlthDataValue","selfHlthLowConfidenceLimit","selfHlthHighConfidenceLimit","HlthCareDataValue","HlthCareLowConfidenceLimit","HlthCareHighConfidenceLimit","X.x","SNAP","individual_homeless","fam_homeless","total_homeless","unemployment_rate","Male_poverty","Female_poverty","Total_poverty","X.y","o3_mean","pm2.5_mean","so2_mean","co_mean","no2_mean","State.Name"
"130",2013,"MS","Mississippi",10.2,8.1,12.8,28,"25.4",22.2,29,"3.6",2.4,5.4,"12.3",9.9,15.3,"60.7",56.8,64.6,82.6,79.6,85.2,70.2,66.6,73.6,219,66.8624,0.1753,0.065,0.2403,8.5,0.182,0.261,0.223,131,0.0299623931703497,NA,0.581631188825405,0.229334698369565,4.13261640668524,"Mississippi"
"131",2013,"MT","Montana",11.7,9.6,14.1,30,"21.0",18.3,24,"9.0",7.2,11.2,"22.8",20,25.8,"45.5",41.9,49.1,89.8,87.3,91.9,78.3,75.2,81,237,12.8531,0.1211,0.0667,0.1878,5.3,0.159,0.191,0.175,133,0.0308953319086478,6.63468789312962,1.29084601787737,0.0981361948345691,1.24918880556236,"Montana"
"132",2013,"NC","North Carolina",11.3,9.4,13.6,37,"19.5",17.1,22.1,"5.7",4.4,7.5,"13.2",11.2,15.5,"55.8",52.3,59.3,86.9,84.6,89,73.7,70.8,76.5,300,170.37,0.753,0.4638,1.2168,7.7,0.151,0.187,0.17,140,0.0296079302535994,9.04634117600416,0.543138103094118,0.291486892134127,7.44085306044199,"North Carolina"
"133",2013,"ND","North Dakota",10.9,8.4,13.9,38,"24.2",20.6,28.1,"6.4",4.5,9.1,"25.7",22.2,29.7,"51.9",47.6,56.1,91.1,88.2,93.4,89.3,86.4,91.6,309,5.6523,0.123,0.0839,0.2069,2.9,0.11,0.139,0.124,141,0.0313673639378666,5.81920624944266,0.764607933928215,0.148977416036309,2.63023777216664,"North Dakota"
"134",2013,"NH","New Hampshire",14.1,11.3,17.4,33,"21.2",18,24.9,"6.5",4.7,8.8,"19.8",16.6,23.4,"46.7",42.4,51,90.2,87.5,92.3,83.2,79.9,86,264,11.7315,0.0798,0.0649,0.1447,5.3,0.083,0.099,0.091,136,0.0316209912647131,7.01657578883516,1.10385666226345,0.196882563629824,1.564657,"New Hampshire"
"135",2013,"NE","Nebraska",9.2,7.7,11,31,"20.8",18.5,23.3,"8.5",7,10.3,"23.8",21.3,26.4,"51",47.9,54.1,89.9,88.1,91.5,79,76.4,81.4,246,17.9711,0.1892,0.1253,0.3145,3.7,0.112,0.136,0.124,134,0.0329947583693946,8.81140614312641,1.34067029957806,0.297878255172414,NA,"Nebraska"
"136",2013,"NJ","New Jersey",11.6,9.8,13.7,34,"14.4",12.5,16.5,"5.0",3.9,6.5,"17.8",15.6,20.3,"48.5",45.3,51.7,88.1,86,89.9,80.7,78.2,82.9,273,87.6266,0.6093,0.5909,1.2002,8.4,0.088,0.115,0.102,137,0.0301057007285619,8.48949239761437,0.551264099435469,0.33102952593291,11.1792389829414,"New Jersey"
"137",2013,"NM","New Mexico",11.3,9.4,13.5,35,"17.2",14.8,20,"6.0",4.3,8.2,"14.3",11.9,17.1,"52.9",49.2,56.6,85.5,83,87.8,70.6,67.4,73.6,282,44.0362,0.1786,0.1033,0.2819,6.9,0.202,0.235,0.219,138,0.0366758563268428,6.4602032652444,0.276073192285113,0.231916012108262,6.67645404948113,"New Mexico"
"138",2013,"NY","New York",12.9,10.9,15.2,36,"16.6",14.4,19.2,"6.4",4.9,8.3,"18.1",15.8,20.7,"46.5",43.2,49.7,87.6,85.4,89.6,84.2,81.7,86.3,291,317.0465,3.1235,4.6195,7.743,7.8,0.131,0.161,0.146,139,0.0303842071624773,6.83924637978208,1.00656699522624,0.219896935010713,7.17300344654971,"New York"
"139",2013,"NV","Nevada",10.4,7.7,13.9,32,"15.9",12.3,20.2,"5.4",3.5,8.3,"11.1",8.6,14.3,"50.6",44.6,56.5,85.8,81.4,89.3,70.5,64.8,75.7,255,36.0953,0.62,0.0839,0.7039,10,0.133,0.16,0.147,135,0.0365104423064025,9.16725808945336,1.0710285590132,0.405745734223065,11.6670790661821,"Nevada"
"140",2013,"OH","Ohio",13.8,11.6,16.4,39,"28.4",25.6,31.5,"6.2",4.8,8,"19.3",16.8,22.1,"53.5",50,56.9,87.1,84.6,89.2,83.2,80.4,85.6,318,182.4675,0.7611,0.4714,1.2325,7.5,0.129,0.166,0.148,142,0.0318034012296996,10.436424383981,1.65652756160904,0.343230610478648,11.3113153690502,"Ohio"
"141",2013,"OR","Oregon",16.1,13.2,19.5,41,"18.2",14.9,21.9,"10.4",7.9,13.5,"19.3",16,23,"44",39.7,48.4,86.1,82.7,89,71.7,67.3,75.7,336,81.7575,0.8994,0.4828,1.3822,7.8,0.153,0.178,0.165,144,0.0272701881484501,10.4647771622402,1.06846278107345,0.289265276504298,9.70045537325905,"Oregon"
"142",2013,"OK","Oklahoma",9.9,8.2,11.9,40,"25.5",22.6,28.6,"2.6",1.8,3.9,"11.7",9.7,14,"59.9",56.5,63.3,84.2,81.5,86.5,74.7,71.7,77.4,327,62.1831,0.3179,0.1229,0.4408,5.1,0.122,0.184,0.154,143,0.0330625056347008,9.46647751962194,1.11904688546616,0.168070111631456,6.77444435894391,"Oklahoma"
"143",2013,"PA","Pennsylvania",13.7,11.7,16,42,"22.5",20,25.2,"5.3",4,6.8,"17.6",15.4,19.9,"48.6",45.4,51.8,87.2,85,89.1,84.8,82.5,86.9,345,178.479,0.7973,0.7113,1.5086,7.1,0.118,0.143,0.131,145,0.0298562176759666,10.5586438944487,1.90413941309321,0.159729910698571,6.89374508252907,"Pennsylvania"
"144",2013,"PR","Puerto Rico",13.5,11.3,16.2,72,"8.5",6.7,10.7,"4.5",3.3,6.1,"12.0",10,14.4,"53.4",49.8,57,78.5,75.2,81.5,93.2,91.2,94.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,NA,NA,NA,NA,"Puerto Rico"
"145",2013,"RI","Rhode Island",15.6,12.8,18.8,44,"19.8",16.8,23.3,"7.8",5.5,11,"19.7",16.3,23.5,"52.2",47.9,56.5,86.9,83.9,89.4,81.8,78.4,84.7,354,17.9925,0.0862,0.0522,0.1384,9.5,0.11,0.154,0.132,146,0.0335005090505323,7.40358941451494,0.596084333333333,0.22314161634349,8.02360436786679,"Rhode Island"
"146",2013,"SC","South Carolina",10.2,8.5,12.3,45,"22.5",19.8,25.3,"5.0",3.8,6.5,"14.6",12.5,17,"58.6",55.3,61.8,87.5,85.1,89.5,74.7,71.8,77.5,363,87.5866,0.4736,0.1808,0.6544,7.4,0.147,0.196,0.172,147,0.0272253737904427,8.58805446841444,0.333963077765576,0.152926079452055,5.33862605846179,"South Carolina"
"147",2013,"SD","South Dakota",9.2,6.8,12.4,46,"26.4",22.6,30.6,"5.2",3.6,7.6,"21.2",17.7,25.1,"51.6",46.8,56.4,91.4,88.9,93.4,84.7,80.8,87.9,372,10.4052,0.0557,0.0537,0.1094,3.7,0.108,0.161,0.134,148,0.0356391498471582,6.948915580873,0.286858594311104,0.168637353870595,4.67462669229425,"South Dakota"
"148",2013,"TN","Tennessee",8.5,6.5,11,47,"23.8",20.4,27.6,"4.4",3.1,6.2,"11.3",9,14.2,"60.7",56.4,64.9,84.6,81.2,87.5,79.8,76.3,82.9,381,134.2089,0.6909,0.2619,0.9528,7.7,0.145,0.19,0.168,149,0.031880847099046,9.65456930579197,1.04466327629659,0.29217614857348,8.66545526680889,"Tennessee"
"149",2013,"TX","Texas",9.7,8,11.6,48,"14.7",12.7,17,"4.8",3.6,6.3,"14.8",12.7,17.1,"56.3",52.9,59.7,85.4,83.2,87.4,63,59.9,66,390,404.1891,2.0758,0.8857,2.9615,6.3,0.13,0.176,0.153,150,0.0293217258640381,10.1779338086266,0.428401490546433,0.184382185645367,7.29532440689733,"Texas"
"150",2013,"UT","Utah",10.1,8.8,11.6,49,"9.3",8,10.8,"4.4",3.5,5.4,"11.3",9.9,12.9,"45.5",43.1,47.9,90.4,88.9,91.7,79.3,77.2,81.3,399,25.1626,0.1959,0.1318,0.3277,4.2,0.109,0.142,0.126,151,0.0436663855031943,9.88649449954534,0.68249404383841,0.394506440784216,7.2346318048925,"Utah"
"151",2013,"VA","Virginia",11.2,9.2,13.5,51,"17.7",15.3,20.3,"6.0",4.7,7.6,"16.1",13.8,18.6,"50.8",47.2,54.4,90.6,88.5,92.3,79.3,76.2,82.2,417,94.0932,0.4532,0.3093,0.7625,5.6,0.093,0.13,0.112,153,0.030288591198671,8.09906428471079,0.78542723254551,0.26003224564534,7.12997341161349,"Virginia"
"152",2013,"VT","Vermont",17.5,14.4,21.1,50,"20.2",16.9,23.9,"7.0",5.1,9.5,"19.9",16.8,23.4,"49.7",45.3,54,92.7,90.1,94.6,88.6,85.5,91.1,408,10.0541,0.0701,0.0753,0.1454,4.4,0.108,0.145,0.127,152,0.032404779037729,6.60280356547638,0.735134246885711,0.318676818892076,7.01759882545462,"Vermont"
"153",2013,"WA","Washington",12.2,10.4,14.2,53,"16.4",14.2,18.7,"7.1",5.7,8.8,"17.7",15.5,20.1,"49.3",46.1,52.5,86.8,84.4,88.9,76.2,73.3,78.9,426,111.3441,1.0617,0.7143,1.776,6.6,0.12,0.15,0.135,154,0.0250039514621468,8.08783578682483,0.532416678605312,0.334534584837742,8.35940683321742,"Washington"
"154",2013,"WI","Wisconsin",16.6,13.3,20.6,55,"21.9",18.4,25.9,"8.6",6.3,11.7,"26",21.9,30.5,"53.7",48.8,58.6,89.2,85.5,92,87.1,83.6,89.9,444,85.673,0.3005,0.3099,0.6104,6.6,0.107,0.144,0.126,156,0.0345814366634378,7.96144777750183,1.7810356716526,0.179980352054795,2.87476676375989,"Wisconsin"
"155",2013,"WV","West Virginia",12.9,10.6,15.6,54,"34.6",31.2,38.2,"4.3",3.1,6.1,"12.1",9.9,14.7,"57.9",54.1,61.6,82.9,79.9,85.5,72.8,69.3,76,435,35.0695,0.1544,0.0696,0.224,6.7,0.153,0.202,0.178,155,0.0296106492815692,9.15599718834387,3.25062445390331,0.32106839269051,NA,"West Virginia"
"156",2013,"WY","Wyoming",11.4,8.9,14.4,56,"22.6",19.1,26.5,"5.3",3.5,7.9,"16.3",13.2,19.9,"51.6",47,56.1,88.1,84.9,90.7,73.5,69.3,77.3,453,3.8046,0.0677,0.0276,0.0953,4.7,0.091,0.112,0.101,157,0.0390481000613424,3.91103619748043,1.67113507969229,0.177331181746183,2.85156775313179,"Wyoming"
"157",2014,"AK","Alaska",10.3,7.9,13.3,2,"20.4",17,24.4,"8.2",6.2,11,"19.7",16.2,23.8,"56.6",51.8,61.4,89.5,86.3,92,83.9,80,87.1,13,8.7486,0.1209,0.0575,0.1784,6.7,0.116,0.124,0.12,161,0.0236374553228103,5.4908973633737,7.10547629041096,0.556597291332395,11.8113374891304,"Alaska"
"158",2014,"AL","Alabama",12.5,10.3,15.2,1,"21.5",18.5,24.7,"4.1",2.8,5.8,"10.0",8,12.5,"57.6",53.8,61.3,85.6,82.9,87.9,79.7,76.7,82.4,4,90.2073,0.3115,0.1446,0.4561,6.7,0.154,0.208,0.182,160,0.0276968737519015,10.3518860941107,1.37605377510608,0.365420152705963,11.8247389065693,"Alabama"
"159",2014,"AZ","Arizona",12.1,10,14.5,4,"15.4",13.1,18.1,"5.4",4,7.3,"13.3",11,16,"53.8",50.2,57.4,84.9,82.1,87.4,80.3,77.2,83,22,104.431,0.6194,0.4301,1.0495,6.8,0.156,0.19,0.173,162,0.0358544067457184,8.05026619954499,2.16388829517866,0.397262764727264,15.6487520303114,"Arizona"
"160",2014,"AR","Arkansas",9.3,6.7,12.7,5,"28.3",23.7,33.4,"4.8",2.9,8,"15.5",11.9,19.9,"63.1",57.7,68.3,83.2,79.2,86.6,77.8,72.9,82,31,49.1965,0.2303,0.0633,0.2936,5.9,0.153,0.197,0.175,163,0.0291883675190452,9.46606215844924,1.37595376259577,0.347970769863014,8.37569751876942,"Arkansas"
"161",2014,"CA","California",9.7,8,11.7,6,"8.3",6.8,10.2,"5.5",4.2,7.3,"17.0",14.6,19.7,"48.1",44.9,51.3,85.9,83.8,87.8,80.5,78.1,82.7,40,434.9634,9.0765,2.3187,11.3952,7.6,0.136,0.166,0.151,164,0.0361416020133946,10.1396307058147,0.513318170233686,0.3314854702698,11.3785486883533,"California"
"162",2014,"CO","Colorado",11.1,9.5,13,8,"17.0",15,19.3,"7.2",5.9,8.8,"17.8",15.8,20,"44.2",41.5,47,89.5,87.8,91,84.1,82,86,49,50.5169,0.5573,0.4455,1.0028,5,0.109,0.128,0.119,165,0.0383606761196716,6.46293257029701,1.84918913257618,0.331959193515266,3.99807311010741,"Colorado"
"163",2014,"DC","District of Columbia",15.7,11.6,20.9,11,"14.6",10.5,20,"12.7",8.9,18,"27.5",22,33.9,"46.2",40,52.6,93,88.5,95.8,89.3,83.8,93.2,76,14.2707,0.3953,0.3795,0.7748,7.7,0.124,0.17,0.148,168,0.0276053308641975,9.72386300580552,1.18247939013453,0.430950000618047,11.6530666070088,"District Of Columbia"
"164",2014,"CT","Connecticut",13.5,10.9,16.6,9,"15.5",12.7,18.7,"7.0",5.1,9.5,"18.4",15.3,22,"46.9",42.4,51.4,87.8,84.8,90.3,88.7,85.5,91.3,58,43.8559,0.3069,0.1381,0.445,6.6,0.078,0.113,0.096,166,0.0347493522583034,8.29433479773534,0.672526985566284,0.259556338559311,9.01205318272322,"Connecticut"
"165",2014,"DE","Delaware",11.5,8.9,14.7,10,"18.5",14.9,22.8,"5.8",3.8,8.8,"16.0",12.4,20.4,"57.3",51.7,62.8,88.6,85.3,91.2,88.5,85.1,91.1,67,15.0232,0.0584,0.0317,0.0901,5.6,0.104,0.138,0.122,167,0.0306833215361821,9.02959578433919,0.648127314524858,0.237570353205849,5.94887554656436,"Delaware"
"166",2014,"FL","Florida",9.7,7.9,11.9,12,"18.2",15.6,21.1,"6.1",4.7,7.9,"15.8",13.6,18.4,"49.3",45.8,52.9,85.6,82.9,88,76.6,73.4,79.4,85,352.6311,2.873,1.2812,4.1542,6.4,0.144,0.174,0.159,169,0.028214965116093,7.01901206157169,0.650144382109392,0.230255331088875,6.55058535232874,"Florida"
"167",2014,"GA","Georgia",11,8.8,13.5,13,"14.5",11.9,17.5,"4.5",3.2,6.4,"13.2",10.8,16,"53.2",49.2,57.2,87.1,84.3,89.5,72.6,68.9,76,94,181.5833,1.2403,0.4118,1.6521,7.1,0.149,0.188,0.169,170,0.029766075235336,10.3268810356225,1.50443713587345,0.373383948833324,9.93727273996261,"Georgia"
"168",2014,"HI","Hawaii",12.7,10.3,15.5,15,"15.7",13,18.9,"6.5",4.8,8.6,"17.5",14.7,20.6,"49.8",45.7,53.9,90.6,88.2,92.5,88.6,85.5,91.1,103,19.4264,0.375,0.3168,0.6918,4.2,0.096,0.124,0.11,171,0.0220275879310345,7.24868129061175,10.0179761500954,0.369053091782284,2.89449802373261,"Hawaii"
"169",2014,"IA","Iowa",12,9.7,14.9,19,"20.9",18,24.2,"6.2",4.5,8.5,"23.6",20.5,27,"54.1",50.2,57.9,91.2,88.8,93.1,89.3,86.7,91.5,139,40.807,0.1544,0.1578,0.3122,4.2,0.107,0.134,0.12,175,0.0308493264533027,9.41434010278087,1.39162860834305,0.20874598626277,6.10904601093726,"Iowa"
"170",2014,"ID","Idaho",11.1,8.8,14,16,"19.5",16,23.6,"4.7",2.9,7.4,"13.2",10.3,16.7,"53.7",49.1,58.3,87.9,84.6,90.6,74.6,70.5,78.4,112,21.1781,0.1234,0.087,0.2104,4.4,0.135,0.156,0.146,172,0.0351356938199223,11.0352786352638,1.85166821957846,0.282463638151876,10.9758154936061,"Idaho"
"171",2014,"IL","Illinois",12,9.3,15.2,17,"14.2",11.4,17.6,"6.6",4.8,9.1,"20.7",17.4,24.5,"51.6",47,56.2,85.5,81.7,88.7,83.3,79.3,86.6,121,201.5303,0.735,0.5757,1.3107,7.2,0.111,0.152,0.132,173,0.0290546839472007,10.6857690363706,1.21338350694589,0.223182551673054,14.5982898901695,"Illinois"
"172",2014,"IN","Indiana",13.7,11.7,16,18,"26",23.3,28.9,"3.9",2.9,5.2,"15.8",13.6,18.3,"58.7",55.4,61.8,86.2,83.9,88.2,78.6,75.9,81.1,130,89.2699,0.3953,0.2018,0.5971,6,0.121,0.171,0.146,174,0.0321459366763201,11.6054394865793,2.26462501772901,0.408340546072319,9.70103598641011,"Indiana"
"173",2014,"KS","Kansas",12.1,10.6,13.8,20,"19.2",17.2,21.2,"4.0",3.1,5.2,"14.2",12.5,16.1,"52.7",50.1,55.4,88.6,86.9,90.2,78.9,76.6,80.9,148,29.3456,0.1533,0.125,0.2783,4.5,0.123,0.146,0.134,176,0.0323861966218516,8.89809130197193,1.34935316801521,0.265495796918768,5.29882295359941,"Kansas"
"174",2014,"KY","Kentucky",14.6,12.1,17.6,21,"28.6",25.4,32.1,"5.6",4.1,7.6,"12.4",10.2,15,"57.2",53.3,61,82.7,79.6,85.4,87.6,84.6,90.1,157,82.8076,0.3352,0.1737,0.5089,6.4,0.157,0.199,0.179,177,0.0317970353910007,10.4885152348089,1.26084521552673,0.276801358125172,7.3284262404342,"Kentucky"
"175",2014,"LA","Louisiana",9.2,7.4,11.4,22,"23",20.2,26.1,"6.9",5.4,8.9,"15.5",13.2,18.1,"57",53.5,60.5,85.8,83.2,88.1,72.1,68.9,75.1,166,87.734,0.3444,0.1162,0.4606,6.3,0.149,0.21,0.18,178,0.0261372909359048,8.42544295715439,1.59616681814592,0.2654498375,6.15309327313577,"Louisiana"
"176",2014,"MA","Massachusetts",16.6,14.4,19,25,"13.3",11.3,15.6,"7.0",5.6,8.7,"19.3",17.1,21.8,"43.4",40.3,46.6,89.8,87.7,91.6,96.3,94.8,97.4,193,86.3412,0.6788,1.4449,2.1237,5.7,0.096,0.124,0.11,181,0.0304422118599008,6.8677163872103,1.30544619990385,0.254076512951236,9.14843633642477,"Massachusetts"
"177",2014,"MD","Maryland",13.2,10.8,15.9,24,"12.2",9.9,14.9,"5.7",4,8,"16.9",14,20.2,"55.4",51.2,59.6,90.2,87.4,92.5,87.8,84.5,90.5,184,78.7597,0.498,0.2876,0.7856,5.7,0.084,0.105,0.095,180,0.0323576327348628,8.82938899379687,1.01744390217161,0.191324882585973,8.40848580648657,"Maryland"
"178",2014,"MI","Michigan",14.5,12.2,17.2,26,"23.6",20.7,26.9,"7.5",5.8,9.6,"20.9",18.1,23.9,"50.6",47,54.2,88.8,86.4,90.8,87.5,84.9,89.6,202,167.9421,0.7535,0.4692,1.2227,7.2,0.141,0.173,0.157,182,0.0325101225936572,8.74855787627163,1.82037648782871,0.283270140192982,9.96959363201758,"Michigan"
"179",2014,"ME","Maine",14.2,11.8,17.1,23,"24.2",21,27.8,"6.0",4.4,8.2,"19.5",16.5,22.9,"49",45,53,88.3,85.4,90.7,86.9,84.1,89.3,175,23.0536,0.1348,0.1378,0.2726,5.6,0.13,0.164,0.147,179,0.0294165717561492,7.63766611790917,0.331681657136138,0.167029411674699,2.67625222646239,"Maine"
"180",2014,"MN","Minnesota",11.3,9.9,12.8,27,"17.0",15.4,18.8,"6.8",5.7,8,"21.5",19.8,23.4,"49",46.6,51.4,91.3,89.9,92.5,89.3,87.5,90.8,211,53.3743,0.3652,0.4725,0.8377,4.3,0.1,0.117,0.109,183,0.0294347323125867,6.84702381346236,0.595257710572451,0.131544645991926,9.38055273842223,"Minnesota"
"181",2014,"MT","Montana",13.2,10.5,16.5,30,"25.3",21.5,29.5,"6.7",4.7,9.5,"18.1",14.8,22,"49.6",45,54.2,90.1,87.1,92.4,83.2,79.6,86.3,238,12.4906,0.1167,0.0578,0.1745,4.7,0.159,0.178,0.168,186,0.0307427443315528,6.4588358493661,1.27940240985663,0.131752752471732,1.44482307530007,"Montana"
"182",2014,"MO","Missouri",12,9.7,14.9,29,"22.7",19.4,26.4,"4.2",2.9,6,"15.3",12.4,18.6,"52.8",48.4,57.2,88,85,90.5,80.4,76.8,83.6,229,85.8416,0.4307,0.2975,0.7282,6.2,0.126,0.167,0.147,185,0.0334046502397715,9.62905250940185,2.15548909560058,0.276906066609157,11.0295658536291,"Missouri"
"183",2014,"MS","Mississippi",8.6,6.2,11.8,28,"27.5",23.2,32.3,"3.6",2.1,6.2,"12.9",9.9,16.7,"65.9",61,70.6,85.9,82.2,88.8,76.6,72.1,80.5,220,65.6871,0.1714,0.0512,0.2226,7.6,0.172,0.23,0.202,184,0.029761549934931,NA,0.642552506244609,0.2245022,4.44642341643836,"Mississippi"
"184",2014,"NC","North Carolina",9.2,7.4,11.3,37,"19.1",16.6,21.8,"4.1",3,5.5,"12.8",10.8,15.2,"56.5",53,59.9,86.5,84.1,88.6,74.9,72.1,77.6,301,157.5676,0.7498,0.3993,1.1491,6.1,0.143,0.185,0.165,193,0.0322073148742237,9.25227102760935,0.381806271776161,0.282080106707373,8.25319646365389,"North Carolina"
"185",2014,"ND","North Dakota",12.3,9.6,15.6,38,"18.6",15.3,22.5,"6.9",4.7,10,"29.8",25.4,34.6,"54",49,58.9,92.4,89.5,94.6,88.7,84.9,91.6,310,5.3753,0.0886,0.0372,0.1258,2.6,0.102,0.125,0.113,194,0.0298139047448547,4.54261530141149,0.629604000761047,0.161692233281493,2.95548026042162,"North Dakota"
"186",2014,"NH","New Hampshire",16.3,13.3,19.8,33,"21.6",17.8,25.9,"7.6",5.5,10.5,"21.2",17.1,25.9,"45.3",40.4,50.4,91.2,87.7,93.8,84.2,80.2,87.5,265,11.1701,0.0795,0.0581,0.1376,4.3,0.073,0.105,0.089,189,0.0309893500813508,7.0864526866394,0.922220577449734,0.170585843332642,2.25924686825923,"New Hampshire"
"187",2014,"NE","Nebraska",10.2,8.8,11.8,31,"19.2",17.2,21.3,"6.8",5.5,8.3,"22.7",20.5,25,"54.2",51.4,56.9,91.2,89.6,92.5,82.7,80.5,84.7,247,17.353,0.1893,0.1133,0.3026,3.3,0.093,0.142,0.118,187,0.032361761771575,7.95817663342186,1.14823685794655,0.367805503472222,NA,"Nebraska"
"188",2014,"NJ","New Jersey",9.9,8.3,11.7,34,"12.6",10.8,14.7,"5.1",3.9,6.6,"17.9",15.7,20.4,"46.9",43.5,50.2,87.5,85.3,89.3,84.5,82.2,86.6,274,88.3434,0.6446,0.5225,1.1671,6.7,0.083,0.111,0.097,190,0.0295835709730278,8.39356746949079,0.566557873297645,0.309679894298275,12.0470991025538,"New Jersey"
"189",2014,"NM","New Mexico",12.8,10.4,15.8,35,"17.8",14.9,21.3,"5.4",3.9,7.5,"11.7",9.4,14.4,"58.2",54.1,62.2,85.3,82.2,87.8,80.6,77.2,83.6,283,43.1494,0.1804,0.0942,0.2746,6.6,0.18,0.217,0.198,191,0.034893756070898,5.7970020412353,0.145053229415933,0.209078817908202,6.04312864986122,"New Mexico"
"190",2014,"NY","New York",13.6,11.2,16.4,36,"12.7",10.6,15.2,"6.1",4.6,8.1,"16.8",14.4,19.6,"44.6",41,48.4,88.4,85.9,90.6,84.6,81.8,87,292,312.2879,3.2643,4.7947,8.059,6.3,0.124,0.159,0.142,192,0.0303768401868255,6.39097842811827,0.951791588578535,0.226594013997385,6.68394868399472,"New York"
"191",2014,"NV","Nevada",8.4,6,11.8,32,"13.2",9.5,18,"6.9",4.5,10.3,"15.2",11.5,19.6,"49.2",42.8,55.6,85.8,81.2,89.3,75,69.3,80,256,38.3622,0.7356,0.1226,0.8582,8.2,0.124,0.154,0.139,188,0.0374946012420667,7.67796600955332,0.908355148495811,0.363640463572503,11.7063633988251,"Nevada"
"192",2014,"OH","Ohio",15.8,13.2,18.7,39,"24.1",21,27.5,"6.5",4.9,8.8,"20.8",17.8,24.1,"53.7",49.9,57.5,88.4,85.9,90.6,90.1,87.7,92.1,319,175.2135,0.7704,0.4119,1.1823,5.8,0.129,0.173,0.151,195,0.0319400940751362,10.7375896195696,1.76641589930268,0.27090097545517,13.2174511137893,"Ohio"
"193",2014,"OR","Oregon",14.2,11.3,17.7,41,"19.7",16.1,23.8,"6.1",4.2,8.8,"20.1",16.5,24.1,"52.1",47.2,57,87.9,84.5,90.6,85.5,81.7,88.6,337,80.219,0.7988,0.4176,1.2164,6.6,0.154,0.172,0.163,197,0.0281560296082823,8.02853421844526,0.826138241912799,0.303285856627048,10.4456320292611,"Oregon"
"194",2014,"OK","Oklahoma",11.5,9.6,13.7,40,"22.9",20.2,26,"2.6",1.7,3.9,"11.9",9.8,14.3,"57.1",53.6,60.5,87,84.5,89.1,79.6,76.8,82.2,328,60.8492,0.2964,0.1227,0.4191,4.3,0.133,0.184,0.159,196,0.0322163702555857,8.72506822521361,0.848728066832485,0.160762072087451,6.06381622538353,"Oklahoma"
"195",2014,"PA","Pennsylvania",12.9,10.9,15.2,42,"23",20.2,25.9,"6.4",5,8.2,"16.9",14.6,19.4,"49.4",45.6,53.1,88.2,85.8,90.1,85.4,82.4,87.9,346,179.6154,0.8359,0.6974,1.5333,5.9,0.117,0.143,0.13,198,0.0295745977560368,10.5203980684348,1.95764765222689,0.206614682818729,7.09185671496623,"Pennsylvania"
"196",2014,"PR","Puerto Rico",13.7,11.5,16.1,72,"7.8",6.2,9.7,"4.3",3.1,5.9,"14.2",12,16.8,"55.4",52,58.7,82.1,79.4,84.5,93.6,91.7,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,NA,NA,NA,NA,"Puerto Rico"
"197",2014,"RI","Rhode Island",13.6,10.7,17.2,44,"16.3",13,20.1,"5.3",3.6,7.6,"17.8",14.5,21.7,"46.6",41.9,51.4,89,85.9,91.5,89.6,86.5,92.2,355,17.8518,0.0779,0.0411,0.119,7.8,0.106,0.166,0.137,199,0.0324049376162939,5.97246226161998,0.592938156378601,0.377892998428908,11.0585098451214,"Rhode Island"
"198",2014,"SD","South Dakota",10.8,8,14.4,46,"22.9",19.1,27.2,"4.1",2.7,6.1,"17.3",14,21.3,"50.8",45.6,55.9,91.2,88.2,93.5,88.3,84,91.6,373,10.0938,0.049,0.0395,0.0885,3.3,0.119,0.154,0.136,201,0.0334616595489459,5.28883650415157,0.310771029564758,0.187570234221599,4.3250641564069,"South Dakota"
"199",2014,"SC","South Carolina",12.3,10.2,14.8,45,"22.5",19.8,25.4,"5.1",4,6.6,"13.0",11.1,15.1,"57.8",54.5,61.1,86.1,83.6,88.2,79.2,76.5,81.7,364,83.4511,0.3813,0.1244,0.5057,6.3,0.144,0.194,0.17,200,0.0290024133741537,9.01127051499538,0.440168580385136,0.157111683076923,5.66952698991417,"South Carolina"
"200",2014,"TN","Tennessee",12.2,9.4,15.7,47,"27.2",23.1,31.7,"4.3",2.8,6.6,"9.1",6.4,12.9,"58.8",53.8,63.6,83.1,79.2,86.5,80.9,76.6,84.5,382,131.2505,0.68,0.2615,0.9415,6.6,0.15,0.194,0.173,202,0.0321371390250755,9.22071629273889,1.77319881721118,0.275091600063256,9.54853655547747,"Tennessee"
"201",2014,"TX","Texas",7.7,6.4,9.3,48,"12.7",11,14.7,"5.2",4,6.6,"15.1",13.1,17.3,"54",50.8,57.1,86.8,84.8,88.6,67.2,64.5,69.8,391,385.2675,1.9177,0.9318,2.8495,5.2,0.124,0.174,0.149,203,0.0280045627318578,10.0580641116895,0.351464643005455,0.216814710848799,7.31429747108738,"Texas"
